Word,Rating.Mean,
notice,7.35,
admit,7.56,
extra,6.11,
within,7.65,
low,4.70,
impossible,7.32,
gay,9.32,
computer,9.70,
angry,4.45,
bunch,4.89,
blame,6.48,
pants,3.23,
visit,5.79,
clock,4.42,
tea,5.47,
fellow,8.89,
kitchen,3.68,
lay,5.84,
hole,5.05,
guard,6.25,
smile,3.51,
fit,5.74,
pal,5.74,
bear,3.58,
often,6.53,
wild,6.11,
silly,4.17,
camera,6.00,
begin,4.84,
reach,4.89,
beach,4.80,
heaven,4.22,
lock,5.74,
leg,3.00,
quickly,6.32,
suddenly,7.38,
writing,4.77,
track,6.94,
teacher,4.55,
ridiculous,7.00,
river,4.90,
dare,6.63,
burn,4.72,
aunt,3.80,
raise,6.72,
decision,7.57,
surprised,6.63,
cross,4.74,
cost,5.67,
queen,4.42,
fresh,6.22,
innocent,5.95,
emergency,5.94,
dancing,4.09,
medical,8.68,
cell,10.00,
bomb,8.00,
note,6.40,
shop,5.78,
sweetie,6.55,
band,6.16,
price,7.35,
steal,6.17,
waste,6.50,
client,12.05,
stole,6.05,
code,8.11,
pressure,8.95,
rose,6.11,
dick,10.89,
accept,6.74,
further,6.68,
excellent,7.37,
magic,5.52,
corner,5.21,
consider,9.33,
ourselves,8.13,
herself,6.90,
address,5.15,
copy,6.06,
warm,4.65,
pregnant,6.76,
hall,5.35,
treat,4.61,
everywhere,5.61,
van,5.20,
complete,6.58,
cup,3.57,
level,6.00,
witness,8.74,
taste,4.26,
motherfucker,9.74,
hardly,7.54,
camp,5.78,
beg,5.78,
duty,7.15,
interest,7.37,
tight,5.25,
bottle,3.56,
support,8.53,
decide,7.20,
moon,4.83,
bottom,5.28,
conversation,7.79,
hero,6.47,
asleep,4.47,
final,6.58,
continue,7.53,
east,6.94,
match,5.72,
apologize,5.67,
trial,9.16,
spirit,7.11,
willing,8.58,
chair,3.43,
risk,7.58,
study,6.58,
rain,3.60,
above,4.55,
cousin,4.95,
cream,5.95,
excited,6.21,
memory,6.40,
breathe,4.11,
enemy,7.26,
huge,4.90,
search,8.72,
beauty,5.05,
rule,4.72,
build,4.45,
choose,4.74,
advice,8.61,
immediately,6.77,
victim,9.39,
coach,6.89,
crew,7.56,
saturday,5.48,
driver,4.95,
heavy,4.05,
trick,6.05,
empty,4.79,
comfortable,7.17,
destroy,6.70,
mission,9.95,
plus,6.37,
apart,6.64,
pool,5.15,
dumb,4.50,
knife,4.15,
weapon,6.95,
restaurant,5.95,
shirt,3.53,
faith,7.62,
simply,7.92,
dig,4.19,
size,4.84,
necessary,7.55,
themselves,5.94,
blind,7.00,
credit,9.42,
center,6.57,
bridge,5.58,
practice,6.24,
discuss,7.89,
mister,6.39,
grandma,2.58,
cook,4.22,
stage,6.32,
strike,7.75,
ticket,5.32,
animal,2.89,
bird,3.52,
sight,5.44,
following,6.21,
somehow,8.02,
drug,8.11,
career,9.95,
nature,6.16,
however,7.14,
prince,5.26,
cake,3.26,
responsible,10.15,
famous,6.84,
nurse,5.84,
correct,5.37,
breath,5.81,
sky,4.17,
hearing,6.05,
account,8.26,
common,6.94,
due,7.53,
afford,7.47,
tie,4.74,
bright,6.58,
allow,5.32,
belong,6.47,
concerned,8.79,
escape,6.60,
suspect,8.58,
file,8.21,
skin,4.48,
madam,8.42,
fill,5.06,
operation,7.84,
desk,5.56,
aye,9.69,
pack,6.55,
deserve,7.94,
danger,4.61,
meat,4.42,
command,8.67,
perfectly,6.16,
sunday,5.44,
whoever,6.48,
beyond,6.32,
student,5.94,
dry,4.11,
jury,11.05,
form,7.58,
main,6.55,
heads,5.74,
program,8.20,
papa,3.05,
milk,3.37,
horrible,5.81,
feed,4.17,
natural,8.50,
grace,7.29,
battle,6.95,
ugly,4.17,
coat,3.58,
although,8.08,
settle,8.26,
opinion,8.42,
terrific,6.05,
according,8.45,
gentleman,6.89,
loose,7.71,
local,8.79,
lonely,5.80,
shame,6.55,
otherwise,8.29,
large,5.74,
devil,5.00,
video,8.06,
speed,5.11,
military,8.20,
shower,4.72,
oil,7.33,
opportunity,9.72,
chest,5.05,
bite,3.58,
wash,4.00,
stone,4.44,
block,4.79,
indeed,7.74,
draw,4.11,
attorney,10.95,
pretend,4.56,
health,7.56,
heat,5.33,
manager,9.40,
guest,6.21,
loud,4.54,
fantastic,7.21,
itself,6.42,
shake,5.26,
lab,8.71,
princess,3.95,
island,7.41,
color,4.00,
bell,3.89,
naked,4.68,
suggest,8.67,
wet,2.47,
pig,3.84,
nowhere,5.41,
merry,5.89,
cheese,4.33,
downstairs,3.91,
soldier,6.94,
monster,4.58,
several,6.77,
planet,6.67,
dean,13.78,
insane,7.96,
spoke,6.23,
butt,3.73,
view,5.63,
bloody,5.83,
opening,6.28,
insurance,11.40,
split,6.25,
jealous,7.42,
bullet,6.70,
character,6.47,
national,6.89,
airport,6.84,
speech,6.22,
hook,6.26,
condition,8.42,
target,7.58,
serve,7.17,
incredible,8.80,
player,6.89,
signal,6.67,
sugar,3.95,
total,6.83,
hill,3.47,
football,4.84,
page,5.16,
screw,6.65,
justice,9.47,
project,9.00,
rough,6.21,
crowd,7.14,
meaning,6.10,
pair,5.94,
science,7.32,
usual,8.89,
commander,8.19,
subject,7.30,
remind,8.15,
strength,6.21,
mail,4.65,
paint,4.45,
freak,8.02,
bedroom,3.90,
neighborhood,6.47,
finger,3.43,
personally,8.40,
spell,5.06,
ghost,5.06,
majesty,7.63,
peg,6.83,
fake,5.83,
release,8.53,
weight,6.53,
cheap,7.11,
market,7.16,
pray,5.79,
unit,7.79,
throat,5.09,
lake,4.61,
nor,8.61,
director,8.50,
brilliant,7.95,
cab,6.94,
candy,4.00,
junior,7.11,
legal,9.17,
pocket,4.74,
aware,6.75,
roof,5.00,
babe,6.61,
radar,9.53,
bud,7.01,
responsibility,6.89,
mountain,6.15,
base,6.42,
ours,4.60,
firm,11.17,
trade,6.42,
whom,8.35,
romantic,8.11,
fan,5.63,
liar,4.89,
training,8.50,
powerful,6.42,
language,6.79,
whenever,6.37,
purpose,8.37,
bless,5.33,
noise,4.50,
suck,5.58,
fancy,7.17,
exciting,6.26,
genius,7.21,
introduce,8.21,
rent,8.89,
familiar,7.21,
criminal,6.78,
proof,8.06,
vote,7.79,
com,15.27,
recognize,8.89,
suicide,10.16,
weather,5.94,
medicine,4.89,
issue,8.60,
lift,4.74,
mood,6.58,
male,5.63,
among,7.75,
television,4.11,
regular,8.56,
someday,6.32,
stomach,5.26,
yellow,3.20,
county,8.90,
buck,7.68,
nearly,7.49,
crane,6.78,
scare,4.22,
village,7.84,
prepare,7.72,
monkey,4.21,
pizza,4.67,
assume,8.21,
sudden,6.67,
toast,4.67,
jacket,3.95,
lane,7.00,
social,10.43,
travel,5.90,
sometime,6.53,
property,8.16,
remain,8.17,
secretary,7.75,
funeral,7.28,
magazine,5.89,
sexual,11.33,
senator,9.58,
jerk,8.31,
glasses,4.35,
freedom,7.05,
research,8.33,
add,5.10,
damage,7.20,
handsome,6.50,
repeat,5.28,
prefer,6.95,
society,8.70,
energy,6.52,
crack,6.33,
chase,5.53,
vacation,5.22,
divorce,8.90,
ally,9.61,
defense,8.80,
rat,5.11,
grandpa,3.06,
grant,12.01,
goodness,6.05,
post,8.11,
confused,8.02,
unfortunately,7.93,
surgery,7.68,
telephone,4.63,
contract,9.21,
safety,5.84,
tall,4.95,
professional,9.06,
lesson,7.80,
assistant,8.61,
tiny,5.33,
freeze,4.89,
license,8.70,
model,5.83,
gate,5.32,
soft,3.95,
ear,3.63,
staff,10.00,
warning,6.11,
engine,6.28,
map,5.60,
swim,4.17,
harm,5.00,
square,4.11,
silver,6.21,
brave,6.00,
access,9.10,
positive,8.11,
female,5.89,
someplace,6.41,
weak,5.58,
season,6.05,
rush,6.70,
awesome,7.33,
snow,4.11,
spring,5.50,
champagne,10.26,
spread,5.72,
bond,10.21,
mayor,8.28,
demon,7.16,
winner,5.55,
madame,11.06,
leader,6.90,
tongue,4.47,
bath,3.23,
permission,6.11,
monsieur,10.12,
storm,4.94,
spare,8.35,
tour,7.17,
appointment,7.53,
piper,7.91,
score,5.83,
shoe,2.60,
ocean,4.74,
reality,10.05,
shape,4.47,
gang,9.22,
survive,7.11,
style,7.58,
farm,3.85,
shopping,4.70,
sexy,10.65,
example,7.39,
gosh,6.81,
alarm,6.39,
fortune,9.05,
schedule,7.47,
enter,5.67,
punch,5.75,
invite,6.79,
obvious,9.11,
interview,10.53,
affair,10.94,
unbelievable,8.30,
wherever,7.01,
chocolate,3.33,
focus,8.32,
sue,11.00,
borrow,6.95,
grade,5.72,
investigation,9.89,
mate,8.67,
statement,8.89,
load,7.78,
painting,5.26,
community,7.28,
loss,5.00,
barely,7.22,
woods,4.93,
exist,8.89,
toilet,3.54,
drove,6.32,
meal,4.74,
dump,6.58,
member,8.20,
shock,7.53,
pie,3.67,
carol,7.28,
crash,6.11,
artist,6.78,
theory,9.37,
joy,6.74,
pleased,8.26,
ruin,7.16,
traffic,6.22,
nonsense,6.95,
pink,3.80,
wise,6.79,
midnight,6.21,
deliver,6.63,
bread,3.58,
button,4.78,
original,7.67,
eve,5.60,
source,9.21,
charming,6.26,
switch,4.78,
decent,7.47,
below,5.84,
desert,8.35,
process,10.70,
expensive,6.33,
particular,8.05,
grandmother,3.67,
period,6.78,
pride,8.95,
dollar,5.06,
witch,4.78,
tip,5.42,
plant,3.95,
bust,9.23,
birth,5.21,
joint,9.05,
bull,4.53,
wire,4.89,
rise,6.72,
towards,6.28,
boring,5.26,
ashamed,7.11,
section,6.78,
clever,7.50,
success,9.25,
garage,5.26,
connection,8.00,
physical,8.16,
complicated,8.39,
regret,9.61,
closet,5.00,
loser,6.67,
giant,4.72,
wheel,4.40,
parking,5.94,
policy,10.32,
stranger,4.53,
tear,4.89,
wood,4.58,
fate,10.30,
juice,4.40,
lily,6.67,
governor,8.47,
knight,6.26,
awake,4.67,
kitty,3.54,
coast,6.43,
pilot,6.32,
miracle,6.80,
aboard,8.66,
lover,9.16,
cigarette,6.39,
disgusting,6.06,
grateful,7.42,
mighty,5.63,
murderer,8.26,
garden,5.33,
wound,7.52,
drag,8.84,
fourth,4.68,
scream,4.20,
event,7.81,
actor,7.17,
row,7.00,
grave,7.06,
senior,8.26,
curious,6.64,
flat,5.68,
winter,4.38,
badly,6.58,
priest,7.10,
rick,7.80,
scary,4.26,
shoulder,4.50,
super,5.32,
disease,7.55,
sword,5.45,
chick,5.53,
smoking,6.73,
concern,7.42,
talent,7.00,
garbage,4.89,
attitude,6.78,
bone,5.53,
egg,3.89,
friendly,4.50,
quarter,5.79,
rooms,4.11,
amen,5.80,
swing,4.16,
available,8.50,
bike,4.79,
slip,6.17,
hunt,6.06,
taxi,7.58,
likely,6.33,
object,7.94,
percent,8.19,
pierce,8.08,
desperate,9.22,
dirt,3.83,
navy,7.15,
pussy,9.58,
negative,7.47,
plate,3.84,
cooking,5.10,
data,10.42,
distance,6.81,
tank,7.17,
request,8.74,
golf,7.16,
hire,9.00,
knowledge,7.68,
cow,3.94,
dawn,7.00,
stock,9.22,
equipment,7.50,
conference,9.39,
rescue,7.17,
claim,9.05,
sale,6.76,
audience,7.00,
silence,4.60,
warn,5.74,
hank,10.53,
mercy,8.74,
create,7.10,
proper,7.63,
universe,9.26,
baseball,4.83,
soup,5.37,
outfit,7.00,
slowly,6.32,
yard,3.94,
drew,5.41,
duke,7.89,
valley,7.94,
robin,6.69,
pure,7.95,
rate,8.84,
bro,9.17,
celebrate,6.21,
piano,5.50,
uniform,5.60,
doll,3.68,
duck,3.50,
location,6.86,
amount,6.63,
central,8.00,
healthy,7.61,
pen,5.11,
steps,3.67,
attractive,8.58,
fail,6.00,
beast,5.74,
path,6.11,
poison,5.58,
naturally,8.56,
happiness,6.17,
anytime,5.89,
eventually,7.03,
channel,5.79,
elevator,5.47,
belt,4.62,
grandfather,4.39,
secure,8.42,
avoid,8.50,
penny,4.67,
thief,7.22,
bay,8.67,
bride,5.10,
pathetic,9.15,
mirror,4.89,
dozen,6.89,
direction,6.68,
gorgeous,7.68,
direct,9.68,
odd,6.00,
theater,6.94,
march,6.85,
official,8.68,
effect,9.26,
tail,3.70,
pa,4.60,
vision,6.58,
dust,5.06,
trap,6.44,
wide,5.84,
sharp,6.11,
aside,7.89,
deck,6.45,
stairs,4.22,
guts,6.96,
lousy,7.84,
unusual,8.56,
newspaper,5.78,
apple,4.15,
courage,8.42,
fishing,4.72,
piss,7.56,
university,10.72,
pulse,10.21,
writer,7.32,
edge,6.17,
illegal,9.21,
pity,8.72,
couch,3.74,
protection,8.33,
screen,5.84,
appear,6.67,
precious,7.57,
studio,9.56,
rob,7.28,
golden,6.94,
frightened,5.65,
owner,7.50,
royal,7.17,
intend,8.94,
cast,7.24,
prisoner,8.00,
popular,6.61,
destiny,10.21,
robbery,7.43,
federal,13.50,
silent,4.42,
violence,6.39,
mystery,6.89,
nerve,9.67,
library,4.95,
toward,6.28,
embarrassing,8.60,
photo,5.16,
tower,6.33,
armed,8.72,
friendship,5.62,
maid,6.95,
shift,9.17,
wallet,5.89,
package,6.61,
flower,3.11,
range,7.11,
cheers,8.59,
rope,5.44,
steady,6.70,
exact,8.16,
image,8.50,
turkey,3.95,
vehicle,6.58,
jungle,5.26,
nasty,6.00,
pot,5.95,
sensitive,8.19,
suffer,8.89,
trash,4.47,
ambulance,6.16,
behavior,7.05,
nightmare,5.94,
prize,5.11,
per,8.66,
snake,5.10,
cancer,8.39,
orange,3.26,
foreign,8.74,
material,8.06,
expert,9.63,
advantage,9.32,
flesh,8.30,
rude,7.11,
disappointed,6.95,
inspector,8.84,
committee,9.83,
guarantee,11.05,
punk,10.00,
downtown,6.42,
sandwich,4.79,
understanding,7.83,
political,9.83,
sweat,7.26,
panic,8.35,
performance,7.74,
plain,7.37,
boom,5.56,
union,9.39,
cable,9.20,
fruit,3.63,
mum,7.47,
objection,9.74,
separate,6.63,
ancient,8.26,
underwear,3.94,
fox,5.02,
cliff,7.28,
castle,5.80,
delicious,6.50,
circle,3.67,
value,6.78,
chuck,6.72,
glory,7.40,
miserable,10.11,
squad,9.55,
manage,7.67,
bowl,4.26,
victory,7.53,
zero,5.31,
embarrassed,7.83,
creature,7.32,
basketball,5.30,
deny,7.80,
route,11.40,
rare,7.45,
holiday,5.19,
ill,5.60,
progress,9.00,
remove,5.67,
wave,4.26,
authority,7.50,
chain,5.22,
emotional,9.45,
hunting,7.26,
shadow,5.00,
gray,5.74,
estate,10.84,
skip,4.68,
whore,12.22,
horn,4.84,
basement,6.74,
pleasant,7.67,
mile,7.65,
approach,8.50,
refuse,9.33,
disappear,5.37,
bug,3.79,
district,9.79,
rabbit,3.94,
champion,8.61,
competition,7.85,
proceed,8.33,
forces,7.56,
presence,9.17,
century,7.00,
cure,9.58,
capable,9.16,
swell,7.42,
warrant,11.37,
threat,7.14,
therefore,9.94,
bury,6.28,
diamond,6.47,
shine,5.79,
bat,4.85,
alert,8.90,
chip,5.89,
transfer,10.33,
sentence,5.84,
fabulous,7.83,
nation,7.74,
butter,5.78,
earl,10.59,
reporter,8.11,
booth,7.16,
casino,9.58,
josh,8.95,
potter,8.45,
successful,8.56,
possibility,8.47,
sand,4.63,
bow,4.95,
cage,5.06,
desire,9.95,
nigger,8.29,
wolf,4.50,
wing,4.79,
exchange,8.35,
bored,6.25,
pet,4.05,
thin,6.47,
drama,7.39,
rip,6.11,
series,9.05,
homework,5.89,
zone,8.79,
explanation,7.74,
spy,8.00,
assure,12.06,
failure,8.00,
collect,5.61,
bang,5.74,
swimming,4.58,
launch,7.92,
print,7.67,
delivery,7.68,
fever,5.84,
journey,7.67,
useless,7.05,
sport,5.74,
challenge,7.55,
loan,9.57,
shore,6.93,
routine,9.26,
soda,4.42,
mask,4.80,
teaching,5.25,
trunk,8.30,
passion,10.79,
purse,5.53,
result,8.22,
argue,4.61,
climb,5.30,
beef,6.58,
recall,11.45,
cabin,6.39,
mental,8.84,
script,9.79,
article,8.61,
solid,7.79,
education,6.70,
salt,5.05,
solve,6.58,
confidence,9.28,
metal,5.61,
receive,8.11,
agency,10.58,
anger,6.00,
suffering,7.49,
detail,9.79,
pipe,8.17,
trace,6.84,
supper,6.32,
effort,8.16,
spit,5.06,
hug,2.58,
treatment,8.11,
commit,10.06,
dragon,5.58,
intelligence,8.56,
reputation,8.84,
troops,7.84,
custody,9.50,
ability,8.84,
site,8.63,
fifth,5.36,
palace,6.89,
trail,5.61,
boots,4.86,
hop,4.84,
attempt,7.70,
mouse,4.94,
bout,11.83,
ease,9.11,
ordinary,8.63,
laundry,6.05,
treasure,6.06,
revenge,8.00,
odds,8.58,
cowboy,4.55,
nuclear,10.83,
motion,6.78,
mall,6.78,
virus,9.50,
forest,6.28,
reverend,12.11,
scratch,5.61,
virgin,10.63,
fifty,5.55,
potential,9.61,
twelve,4.48,
defend,8.16,
contest,7.44,
fashion,8.20,
plastic,5.11,
cap,5.53,
convince,8.78,
interrupt,6.94,
arrive,6.26,
cheer,5.00,
supply,8.73,
surveillance,11.33,
ignore,6.74,
nail,5.42,
league,8.45,
vice,12.50,
thanksgiving,4.74,
coincidence,9.95,
coke,4.74,
quality,8.78,
title,6.32,
bunny,4.50,
division,7.45,
impression,9.33,
reasonable,8.32,
tiger,4.00,
therapy,12.00,
museum,8.55,
minister,7.42,
steel,7.68,
bound,9.00,
slave,7.84,
standard,9.20,
anniversary,7.33,
yell,3.83,
shy,5.32,
cruel,7.63,
hunter,6.53,
bible,4.95,
seek,6.94,
cancel,7.89,
pat,5.07,
prime,8.83,
former,8.45,
smooth,5.61,
modern,8.58,
surface,8.86,
curse,7.47,
lifetime,9.00,
role,6.65,
gym,6.00,
motel,7.11,
collection,7.21,
device,8.06,
heck,7.00,
pee,3.89,
noon,5.89,
jersey,8.96,
reward,6.89,
iron,7.32,
express,8.80,
saint,7.49,
sacrifice,9.61,
assignment,7.00,
tunnel,5.89,
highway,6.50,
guide,7.11,
insist,8.33,
slide,4.79,
specific,9.28,
wrap,7.00,
prom,10.42,
wagon,5.22,
lack,8.28,
defendant,11.42,
exercise,6.17,
jean,6.12,
cheat,5.11,
kit,6.55,
marshal,9.28,
background,8.67,
clue,6.06,
assault,10.21,
concert,8.95,
fifteen,6.10,
ranch,7.35,
temple,8.79,
vampire,7.16,
foolish,8.94,
agreement,8.16,
darkness,4.83,
flag,5.33,
tent,5.16,
rotten,6.95,
remains,7.87,
term,8.28,
alien,7.50,
patch,7.28,
provide,7.74,
snap,6.05,
bail,10.16,
imagination,6.28,
actual,6.94,
incident,10.10,
liquor,8.40,
disaster,8.22,
mass,9.17,
comfort,7.29,
sec,9.61,
border,6.85,
fuel,7.17,
thirty,5.94,
legend,8.42,
electric,6.36,
demand,7.83,
circus,4.53,
current,8.94,
trauma,9.72,
turtle,4.17,
salad,5.61,
argument,7.55,
describe,7.67,
impressive,9.48,
starving,6.32,
neighbor,5.06,
council,10.63,
sink,4.47,
backup,11.11,
avenue,7.00,
sneak,5.83,
trigger,8.33,
wipe,4.83,
tone,7.67,
toy,3.00,
youth,6.89,
crush,7.58,
factory,6.89,
campaign,12.55,
grass,3.94,
instance,9.57,
bishop,10.50,
goal,6.89,
cookie,3.37,
generous,7.22,
fairy,5.17,
violent,7.61,
average,8.90,
crisis,9.00,
humor,7.17,
liberty,8.83,
suite,9.37,
stake,8.47,
gambling,9.22,
nephew,6.37,
admiral,8.72,
alcohol,9.00,
politics,9.37,
gentle,4.89,
occasion,8.16,
network,10.94,
unhappy,4.89,
charity,7.63,
confession,8.55,
explosion,7.16,
offense,8.61,
wade,8.56,
headquarters,8.72,
judgment,8.94,
shout,4.72,
filthy,7.17,
surgeon,8.58,
tube,5.50,
math,5.56,
operator,7.95,
personnel,11.26,
pin,4.53,
mix,5.11,
sucker,6.11,
alley,7.26,
dancer,6.00,
dealer,9.39,
chat,7.33,
depressed,9.47,
reaction,8.30,
commercial,6.17,
behave,4.28,
chill,6.40,
fantasy,8.40,
steak,6.63,
version,8.11,
worrying,6.52,
design,10.05,
experiment,8.58,
honeymoon,8.60,
blast,7.06,
identify,8.00,
classic,8.42,
quarters,6.32,
buster,8.38,
crystal,7.78,
procedure,9.67,
spirits,8.56,
whiskey,9.38,
jay,8.13,
perform,8.39,
response,7.22,
dope,9.44,
fence,6.28,
poker,9.10,
landing,6.72,
normally,7.20,
powder,5.06,
actress,6.17,
drawing,4.83,
gear,7.61,
rape,10.74,
advance,8.35,
locker,8.22,
suspicious,7.56,
buzz,7.10,
civil,10.89,
sin,6.74,
ending,5.25,
torture,10.70,
personality,8.68,
selfish,5.26,
dough,6.63,
fed,5.68,
confess,7.11,
ceremony,7.11,
clown,3.72,
highness,7.35,
solution,9.00,
helicopter,5.26,
prayer,5.25,
apology,5.56,
dressing,5.68,
forth,7.17,
corporal,11.11,
hers,4.39,
entrance,6.84,
singer,5.06,
strip,7.65,
gather,6.50,
pearl,6.28,
concentrate,8.16,
deputy,6.45,
satellite,11.68,
uncomfortable,7.17,
daily,6.00,
nut,5.21,
stress,10.00,
tune,7.32,
guitar,5.32,
porter,10.08,
sauce,5.37,
valuable,8.56,
basic,9.14,
belly,4.05,
charm,8.09,
exit,6.68,
net,7.00,
patrol,8.56,
pitch,6.42,
romance,9.28,
arrange,8.28,
japan,7.33,
satisfied,9.68,
makeup,7.94,
surrender,7.61,
rub,6.00,
whistle,5.42,
bum,8.11,
fort,6.48,
kingdom,6.05,
hip,6.17,
hood,5.50,
ling,13.00,
diet,9.25,
junk,6.62,
patience,7.68,
earn,7.57,
flash,7.42,
lion,4.42,
frozen,5.60,
homicide,12.94,
gross,5.21,
badge,6.11,
financial,11.16,
customer,7.21,
opposite,5.06,
soap,3.17,
beside,7.22,
privacy,7.84,
unknown,8.11,
anyhow,7.75,
painful,6.44,
represent,10.33,
champ,7.53,
extraordinary,9.32,
pour,5.00,
fascinating,11.22,
furniture,5.89,
meantime,8.17,
rice,3.72,
squeeze,5.42,
bend,5.56,
host,8.05,
mysterious,9.00,
sore,5.84,
balance,9.89,
shark,5.47,
timing,8.84,
technology,9.06,
angle,8.05,
guilt,7.05,
degree,10.35,
invitation,6.38,
aim,6.72,
urgent,8.68,
movement,6.58,
mud,4.05,
review,8.84,
influence,10.32,
moron,8.67,
product,8.05,
scotch,11.83,
seal,5.42,
tap,5.84,
testimony,10.32,
ace,8.83,
broad,10.50,
skull,6.33,
status,11.63,
escort,10.84,
knee,4.42,
recording,7.00,
stretch,5.47,
territory,8.94,
spin,5.00,
noble,10.67,
relief,7.79,
sample,7.21,
gene,11.75,
hostage,9.89,
rifle,7.85,
tax,8.94,
deaf,6.83,
port,9.32,
foundation,10.94,
literally,9.50,
foul,7.75,
habit,7.67,
pattern,6.89,
confirm,9.33,
lad,7.35,
option,8.79,
coward,7.62,
benefit,9.17,
brief,8.44,
awkward,8.58,
adult,4.68,
liver,8.56,
flip,5.11,
ward,10.72,
counsel,9.42,
corn,4.61,
debt,10.44,
gal,6.21,
international,8.67,
testify,10.00,
childhood,7.94,
cotton,6.00,
facility,9.26,
tragedy,10.21,
admire,7.42,
brush,3.78,
pro,8.39,
self,5.00,
towel,3.22,
costume,4.17,
jet,5.39,
lightning,4.76,
bush,4.90,
prick,8.79,
anxious,10.21,
frame,7.67,
headache,6.71,
respond,8.84,
marine,9.80,
attend,7.72,
dessert,5.61,
sacred,8.53,
afterwards,7.71,
clinic,9.37,
recommend,9.11,
rubber,7.62,
cave,6.74,
remote,7.05,
skinny,5.16,
thick,5.61,
brand,7.72,
culture,9.52,
polite,4.63,
blonde,6.06,
theme,8.50,
aid,7.33,
conscience,9.72,
counter,7.11,
darn,8.00,
mason,10.52,
oxygen,8.63,
pound,6.79,
tag,5.00,
religion,7.06,
religious,7.84,
combat,10.33,
construction,7.67,
audition,8.36,
sherry,13.58,
transcript,13.53,
blessed,6.11,
laughter,5.39,
sweater,5.22,
commission,14.72,
dame,11.79,
shave,5.89,
temperature,6.17,
drill,7.14,
flow,7.40,
principal,5.58,
sail,6.47,
gain,7.11,
baker,6.04,
crown,7.80,
tradition,8.05,
wreck,7.59,
poem,6.89,
species,8.32,
unique,8.63,
zoo,3.75,
similar,7.33,
tennis,7.53,
ad,8.22,
chop,6.74,
muscle,8.45,
barn,4.50,
cherry,5.58,
leather,7.25,
tooth,3.61,
emperor,7.44,
jam,6.56,
ambassador,11.00,
daisy,5.55,
intelligent,8.28,
moral,9.53,
baron,11.59,
lap,3.15,
blah,8.98,
steam,6.26,
adventure,5.67,
punishment,5.47,
sheep,4.25,
exam,8.21,
penis,8.53,
gum,4.89,
suitcase,8.22,
equal,6.47,
operate,7.11,
poetry,8.11,
struggle,9.80,
replace,7.20,
citizen,7.74,
freezing,6.05,
possession,9.95,
thunder,4.89,
western,6.67,
session,9.89,
wicked,8.33,
paradise,8.67,
motive,11.06,
palm,6.00,
cattle,6.53,
hut,8.10,
magnificent,8.63,
pit,6.14,
shell,5.22,
shove,6.70,
stable,8.90,
stink,4.30,
waiter,8.28,
basket,5.67,
pile,5.79,
fucker,10.89,
marvelous,8.27,
motor,7.42,
musical,7.28,
sire,10.12,
whip,7.00,
missile,7.22,
parent,4.22,
complex,11.21,
monitor,9.68,
recent,8.13,
useful,6.39,
organization,9.16,
backwards,5.98,
stroke,9.24,
engagement,8.89,
prevent,8.60,
goose,5.15,
rap,9.14,
temporary,8.84,
limit,6.30,
appeal,10.21,
blade,6.72,
despite,9.11,
drawer,5.37,
propose,9.00,
superior,9.84,
blanket,3.61,
eleven,5.78,
identity,9.45,
maintain,9.94,
cigar,7.67,
delighted,8.11,
mob,9.67,
sack,5.83,
clerk,6.74,
activity,6.47,
appropriate,9.16,
award,7.50,
lamp,4.00,
parade,6.53,
profile,9.00,
resist,9.28,
scout,6.94,
comment,8.84,
dive,7.21,
hatch,7.00,
minor,9.11,
environment,9.85,
fighter,6.89,
medication,7.53,
beloved,9.94,
expression,6.94,
manners,5.89,
chamber,9.30,
hawk,6.74,
swallow,5.17,
task,7.89,
capital,8.10,
chin,4.22,
lobby,7.71,
toe,3.00,
tub,3.95,
empire,8.44,
string,4.94,
description,8.80,
nap,2.53,
production,9.21,
pump,6.06,
con,9.64,
inform,8.79,
beard,4.84,
twist,6.46,
bid,9.84,
pole,5.63,
typical,8.62,
remarkable,9.72,
bingo,6.95,
complain,7.28,
entertainment,7.39,
ex,8.74,
soccer,5.89,
insult,8.63,
apply,9.21,
catholic,7.84,
hammer,5.42,
producer,10.89,
slap,4.67,
neat,5.43,
rehearsal,7.79,
breasts,8.03,
railroad,6.06,
rear,6.89,
academy,9.05,
battery,5.58,
editor,10.11,
diner,6.83,
sailor,6.44,
toss,4.11,
inch,5.11,
tire,6.16,
bump,4.35,
invisible,7.06,
lawn,5.45,
peanut,5.00,
convention,12.10,
fond,9.21,
phase,9.40,
purple,3.60,
revolution,10.00,
excitement,7.20,
goods,7.44,
item,5.68,
thus,9.20,
episode,7.83,
pan,4.72,
thirsty,3.89,
coma,10.83,
cruise,9.33,
tend,9.79,
critical,8.39,
development,8.63,
spike,7.58,
commissioner,13.37,
tragic,8.37,
graduate,7.56,
handy,7.35,
advise,8.89,
signature,8.83,
suggestion,9.89,
accent,8.60,
hollow,7.44,
labor,8.28,
robot,5.35,
scientist,6.89,
behalf,9.20,
entry,7.00,
discussion,7.40,
generation,9.52,
helpful,5.44,
permanent,7.75,
servant,7.89,
brass,9.05,
kidnapping,8.42,
permit,9.47,
terrorist,12.76,
widow,9.00,
dull,8.05,
upper,7.56,
dime,5.74,
psychiatrist,12.61,
crawl,3.89,
discover,7.61,
vault,9.16,
foster,9.01,
hail,7.90,
lemon,4.74,
underground,7.37,
bargain,8.72,
clay,5.32,
loyal,9.11,
tale,6.32,
